char,total_strokes,radical,meaning,category,components,all_radicals
蜡,14,142.8,"wax; candle; waxy, glazed; maggot; (same as 䄍) meaning imperial harvest",Both,"('虫', '昔')","['日', '一', '虫', '艸']"
蝝,15,142.9,the larva of locust,Both,"('虫', '彖')","['勹', '虫', '彐']"
蝶,15,142.9,butterfly,Both,"('虫', '枼')","['廾', '虫', '木']"
蝼,15,142.9,"a mole cricket, Gryllotalpa africana",Both,"('虫', '娄')","['女', '虫', '米']"
蠊,19,142.13,cockroach,Both,"('虫', '廉')","['虫', '八', '广', '彐', '一']"
螈,16,142.10,a silkworm,Both,"('虫', '原')","['白', '虫', '厂', '小']"
蜱,14,142.8,"a tick, mite",Both,"('虫', '卑')","['二', '丶', '虫', '丨', '十', '冂']"
蛙,12,142.6,frog,Both,"('虫', '圭')","['土', '虫']"
蛎,11,142.5,oyster,Simplified,"('虫', '厉')","['丿', '一', '虫', '厂']"
蟨,18,142.12,the Siberian jerboa,Both,"('厥', '虫')","['虫', '八', '屮', '厂', '一', '欠']"
蜕,13,142.7,molt,Simplified,"('虫', '兌')","['虫', '八', '口', '儿']"
蝤,15,142.9,"grub, maggot; Scylla serrata, swimming crab",Both,"('虫', '酋')","['八', '虫', '酉']"
蚣,10,142.4,centipede,Both,"('虫', '公')","['厶', '虫', '八']"
蠲,23,142.17,"millipede; glow-worm; bright, clear",Both,"('益', '蜀')","['八', '虫', '皿', '勹', '一', '网']"
蛞,12,142.6,"snail; slug, mole cricket",Both,"('虫', '舌')","['虫', '舌']"
蜻,14,142.8,dragonfly,Both,"('虫', '靑')","['虫', '青']"
螮,17,142.11,rainbow,Traditional,"('虫', '帶')","['虫', '巾', '廾', '冖', '儿']"
蚦,10,142.4,a boa constrictor,Both,"('虫', '冄')","['二', '虫', '冂']"
蟒,16,142.11,"python, boa constrictor",Both,"('虫', '莽')","['虫', '艸', '犬']"
蝀,14,142.8,rainbow,Traditional,"('虫', '東')","['日', '虫', '木']"
螽,17,142.11,katydid,Both,"('冬', '䖵')","['丶', '虫', '夂']"
蠚,20,142.15,to sting,Both,"('若', '䖵')","['丿', '虫', '一', '艸', '口']"
蜰,14,142.8,tick,Both,"('肥', '虫')","['月', '丨', '虫', '乙']"
螅,16,142.10,intestinal worm,Both,"('虫', '息')","['心', '自', '虫']"
蠅,19,142.13,flies,Traditional,"('虫', '黽')","['黽', '虫']"
蛹,13,142.7,"chrysalis, larva",Both,"('虫', '甬')","['虫', '用']"
蝘,15,142.9,"gecko, kind of cicada",Both,"('虫', '匽')","['日', '匚', '虫', '女']"
蝯,15,142.9,ape,Both,"('虫', '爰')","['又', '虫', '爪', '干', '亅']"
蝗,15,142.9,kind of locust,Both,"('虫', '皇')","['白', '玉', '虫']"
蜺,14,142.8,reflection of rainbow,Both,"('虫', '兒')","['臼', '虫', '儿']"
螃,16,142.10,crab,Both,"('虫', '旁')","['虫', '八', '冖', '亠', '方']"
蜋,13,142.7,"mantis, dung beetle; insect",Both,"('虫', '良')","['艮', '丶', '虫']"
蟓,17,142.12,an ancient term for silkworms,Both,"('虫', '象')","['虫', '刀', '丨', '勹', '口']"
蚪,10,142.4,tadpole,Both,"('虫', '斗')","['虫', '斗']"
蟲,18,142.12,worms; insects,Traditional,"('虫', None)",['虫']
蝉,14,142.8,cicada; continuous,Simplified,"('虫', '単')","['二', '虫', '八', '丨', '十', '冂']"
蛘,12,142.6,a weevil found in rice,Both,"('虫', '羊')","['羊', '虫']"
蜴,14,142.8,lizard,Both,"('虫', '易')","['日', '勹', '虫']"
蜫,14,142.7,insects,Both,"('虫', '昆')","['日', '虫', '比']"
蝟,15,142.9,hedgehog,Traditional,"('虫', '胃')","['月', '虫', '田']"
蠶,24,142.18,silkworm,Traditional,"('朁', '䖵')","['日', '丿', '虫', '无']"
蜆,13,142.7,a variety of bivalves,Traditional,"('虫', '見')","['虫', '見']"
蝸,14,142.9,snail,Traditional,"('虫', '咼')","['口', '虫', '冂']"
蟣,18,142.12,"louse eggs, nits",Traditional,"('虫', '幾')","['幺', '人', '戈', '虫']"
螵,17,142.11,a chrysalis,Both,"('虫', '票')","['襾', '虫', '示']"
蝥,15,142.9,Chinese blister beetle; Spanish fly,Both,"('敄', '虫')","['矛', '虫', '攴']"
蛾,13,142.7,moth,Both,"('虫', '我')","['戈', '虫', '手']"
蠺,24,142.18,(same as 蚕) silkworms,Unknown,"('天', '日虫虫')","['日', '虫']"
螋,15,142.10,earwig,Both,"('虫', '叟')","['臼', '丨', '虫', '又']"
蟏,17,142.11,a kind of spider with long legs,Simplified,"('虫', '萧')","['聿', '虫', '艸', '小']"
蛤,12,142.6,clam,Both,"('虫', '合')","['一', '人', '虫', '口']"
蚿,11,142.5,millipede,Both,"('虫', '玄')","['玄', '虫']"
蚜,10,142.4,"plant louse, aphids",Both,"('虫', '牙')","['虫', '牙']"
蝎,15,142.9,scorpion,Both,"('虫', '曷')","['勹', '人', '曰', '虫']"
蠓,19,142.14,midges; sandflies,Both,"('虫', '蒙')","['二', '虫', '冖', '勹', '艸']"
蜗,13,142.7,"a snail, Eulota callizoma",Simplified,"('虫', '呙')","['冂', '人', '虫', '口']"
蚤,9,142.4,flea; louse,Both,"('叉', '虫')","['丶', '又', '虫']"
蚶,11,142.5,"kind of clam, Arca inflata",Both,"('虫', '甘')","['甘', '虫']"
蠔,20,142.14,oyster,Both,"('虫', '豪')","['虫', '豕', '冖', '亠', '口']"
蜔,13,142.7,inlaid shell-work,Both,"('虫', '甸')","['勹', '虫', '田']"
蠨,22,142.16,a kind of spider with long legs,Traditional,"('虫', '蕭')","['一', '聿', '虫', '艸']"
蟎,17,142.11,mite,Traditional,"('虫', '㒼')","['入', '虫', '廾', '巾']"
蜜,14,142.8,honey; sweet; nectar,Both,"('宓', '虫')","['宀', '丿', '虫', '心']"
螫,17,142.11,poison; sting; poisonous insect,Both,"('赦', '虫')","['赤', '虫', '攴']"
蜾,14,142.8,the solitary wasp,Both,"('虫', '果')","['虫', '木', '田']"
螗,16,142.10,cicadas of the genus Tanna,Both,"('虫', '唐')","['广', '聿', '虫', '口']"
蛋,11,142.5,eggs; term of abuse,Both,"('疋', '虫')","['疋', '虫']"
蟿,19,142.13,Acrida chinensis,Both,"('𣪠', '虫')","['車', '虫', '山', '殳']"
蜞,14,142.8,"a kind of crab; worm, leech",Both,"('虫', '其')","['一', '甘', '虫', '八']"
蜀,13,142.7,"one of the Three Kingdoms, established by Liu Bei",Both,"('罒', '𠣜')","['勹', '网', '虫']"
蜢,14,142.8,grasshopper,Both,"('虫', '孟')","['子', '虫', '皿']"
蚓,10,142.4,earthworm,Both,"('虫', '引')","['丨', '虫', '弓']"
蠭,22,142.17,"bees, hornets, wasps",Both,"('逢', '䖵')","['二', '虫', '夂', '丨', '一', '辵']"
蟷,19,142.13,mantis,Traditional,"('虫', '當')","['虫', '冖', '田', '小', '口']"
蠛,20,142.15,"flies, small insects produced in damp places",Both,"('虫', '蔑')","['丶', '虫', '厂', '戈', '网', '艸']"
蠵,24,142.18,large turtles,Both,"('虫', '巂')","['虫', '八', '隹', '口', '山', '冂']"
蟪,18,142.12,a kind of cicada,Both,"('虫', '惠')","['心', '虫', '丨', '十', '日']"
蟄,17,142.11,to hibernate,Traditional,"('執', '虫')","['土', '丶', '丿', '虫', '八', '干']"
蜣,13,142.8,dung beetle,Both,"('虫', '羌')","['羊', '虫', '乙']"
蠜,21,142.15,grasshopper,Both,"('樊', '虫')","['虫', '爻', '大', '木']"
蠱,23,142.17,poison; venom; harm; bewitch; hexagram ䷑,Traditional,"('蟲', '皿')","['虫', '皿']"
蝈,14,142.8,small green frog; cicada,Simplified,"('虫', '国')","['囗', '玉', '虫']"
蟳,18,142.12,a kind of crab,Traditional,"('虫', '尋')","['虫', '寸', '彐', '工', '口']"
蠩,21,142.16,a toad,Both,"('虫', '諸')","['日', '虫', '老', '言']"
蝨,15,142.9,louse; bedbug,Both,"('卂', '䖵')","['十', '虫', '乙']"
虼,9,142.3,a flea; species of beetle,Both,"('虫', '乞')","['一', '丿', '虫', '乙']"
蛀,11,142.5,"insects that eat books, clothes",Both,"('虫', '主')","['丶', '玉', '虫']"
虿,9,142.3,a kind of scorpion,Simplified,"('万', '虫')","['丿', '一', '虫']"
蟇,16,142.11,"frog, toad",Unknown,"('莫', '虫')","['日', '虫', '大', '艸']"
蟆,16,142.11,"frog, toad",Both,"('虫', '莫')","['日', '大', '虫', '艸']"
蝓,15,142.9,snail,Both,"('虫', '兪')","['人', '虫', '刀', '月', '一']"
蛔,12,142.6,tapeworm,Both,"('虫', '回')","['囗', '虫']"
蝃,14,142.8,rainbow,Both,"('虫', '叕')","['又', '虫']"
蜈,13,142.7,centipede,Both,"('虫', '吴')","['一', '大', '虫', '口']"
螌,16,142.10,"a striped, poisonous fly",Both,"('般', '虫')","['虫', '舟', '殳']"
蛭,12,142.6,leech,Both,"('虫', '至')","['虫', '至']"
蛇,11,142.5,snake,Both,"('虫', '它')","['宀', '匕', '虫']"
蠮,23,142.17,bee,Both,"('虫', '翳')","['虫', '羽', '矢', '匚', '殳']"
螄,16,142.10,snail,Traditional,"('虫', '師')","['丶', '虫', '巾', '一', '己']"
蛏,11,142.5,razor clam,Simplified,"('虫', '圣')","['土', '又', '虫']"
融,16,142.10,"melt, fuse; blend, harmonize",Both,"('鬲', '虫')","['虫', '鬲']"
蛕,12,142.6,tapeworm,Both,"('虫', '有')","['月', '丿', '虫', '一']"
蠧,22,142.16,moth; insects which eat into cloth,Both,"('𥑟', '䖵')","['冖', '虫', '石', '士']"
蠏,19,142.13,crab,Both,"('虫', '解')","['牛', '角', '刀', '虫']"
蜂,13,142.7,"bee, wasp, hornet",Both,"('虫', '夆')","['二', '虫', '夂', '丨', '一']"
虹,9,142.3,rainbow,Both,"('虫', '工')","['虫', '工']"
螥,16,142.10,the house-fly,Unknown,"('虫', '倉')","['人', '丶', '虫', '丨', '彐', '口']"
蛯,12,142.6,shrimp,Unknown,"('虫', '老')","['虫', '老']"
虷,9,142.3,worm,Both,"('虫', '干')","['干', '虫']"
蝌,15,142.9,tadpole,Both,"('虫', '科')","['禾', '虫', '斗']"
蚊,10,142.4,mosquito; gnat,Both,"('虫', '文')","['文', '虫']"
蟶,19,142.13,razor clam,Traditional,"('虫', '聖')","['口', '玉', '虫', '耳']"
螓,16,142.10,a small cicada with a square head,Both,"('虫', '秦')","['二', '虫', '八', '丨', '禾', '一']"
蛴,12,142.6,"maggots, grubs",Simplified,"('虫', '齐')","['齐', '虫']"
蚕,10,142.4,silkworms,Both,"('天', '虫')","['一', '大', '虫']"
蟊,17,142.11,grain-eating grub,Both,"('矛', '䖵')","['矛', '虫']"
蠸,23,142.18,"Aulacophora femoralis, pumpkin beetle",Both,"('虫', '雚')","['隹', '虫', '艸', '口']"
蜎,13,142.7,mosquito larva,Both,"('虫', '肙')","['月', '虫', '口']"
蚉,10,142.4,"(variant of 蚊) a mosquito, gnat",Unknown,"('文', '虫')","['文', '虫']"
蛻,13,142.7,"molt, exuviate, shed",Traditional,"('虫', '兌')","['虫', '八', '口', '儿']"
蟑,17,142.11,cockroach,Both,"('虫', '章')","['日', '十', '虫', '立']"
蛣,12,142.6,(dung) beetle,Both,"('虫', '吉')","['虫', '口', '士']"
螨,16,142.10,insect,Simplified,"('虫', '艹两')","['人', '虫', '一', '艸', '冂']"
蚠,10,142.4,person's name,Both,"('分', '虫')","['虫', '刀', '八']"
蠐,20,142.14,"maggots, grubs",Traditional,"('虫', '齊')","['齊', '虫']"
蠙,20,142.14,oyster,Traditional,"('虫', '賓')","['丿', '虫', '貝', '小', '宀', '一']"
蛊,11,142.5,poison; venom; harm; bewitch,Simplified,"('虫', '皿')","['虫', '皿']"
蛲,12,142.6,worms,Simplified,"('虫', '尧')","['一', '虫', '儿']"
蠉,19,142.13,"mosquito larvae, wrigglers",Both,"('虫', '睘')","['一', '网', '虫', '口']"
蠹,24,142.18,moth; insects which eat into cloth,Both,"('', '䖵')","['虫', '丨', '冖', '十', '石', '口']"
螂,14,142.10,"mantis, dung beetle",Both,"('虫', '郎')","['丶', '虫', '丨', '彐', '阝', '乙']"
蜯,14,142.8,"oysters, mussels; mother-of-pearl",Both,"('虫', '奉')","['二', '虫', '八', '丨', '一']"
蜇,13,142.7,jellyfish,Both,"('折', '虫')","['斤', '虫', '手']"
蜨,14,142.8,butterfly,Both,"('虫', '疌')","['十', '聿', '虫', '止']"
蜶,14,142.8,a house cricket,Both,"('虫', '卒')","['十', '亠', '虫', '人']"
螾,17,142.11,the earthworm,Both,"('虫', '寅')","['二', '凵', '虫', '八', '丨', '宀', '一']"
笭,11,118.5,bamboo screen,Both,"('竹', '令')","['竹', '人', '丶']"
簀,17,118.11,bed mat; mat,Traditional,"('竹', '責')","['竹', '貝', '土', '一']"
箍,14,118.8,"hoop; bind, surround",Both,"('竹', '㧜')","['竹', '匚', '手', '巾']"
簦,18,118.12,"large umbrella with a long handle, used for street stalls",Both,"('竹', '登')","['竹', '癶', '豆']"
筱,13,118.7,dwarf bamboo; diminutive in person's name,Both,"('竹', '攸')","['竹', '人', '丨', '攴']"
笙,11,118.5,small gourd-shaped musical instrument,Both,"('竹', '生')","['竹', '生']"
籓,21,118.15,sieve; basket,Both,"('竹', '潘')","['竹', '田', '水', '釆']"
篝,16,118.10,bamboo basket; bamboo frame,Both,"('竹', '冓')","['二', '土', '竹', '一', '冂']"
箦,14,118.8,bed mat; mat,Simplified,"('竹', '责')","['竹', '土', '贝', '一']"
箚,14,118.8,brief note; official communique,Both,"('竹', '㓣')","['人', '竹', '刀', '一', '口']"
笳,11,118.5,a reed leaf whistle,Both,"('竹', '加')","['竹', '口', '力']"
篭,16,118.10,cage; cage-like basket,Unknown,"('竹', '竜')","['竹', '丨', '日', '立', '乙']"
筚,12,118.6,"wicker, bamboo",Simplified,"('竹', '毕')","['比', '十', '竹']"
简,13,118.7,"simple, terse, succinct, a letter",Simplified,"('竹', '间')","['门', '竹', '日']"
箷,15,118.9,"a bamboo rack, clothes horse",Both,"('竹', '施')","['丿', '竹', '丨', '方', '一', '乙']"
箓,14,118.8,book,Simplified,"('竹', '录')","['竹', '水', '彐']"
簓,17,118.11,a bamboo whisk; the broken end of a bamboo stalk,Unknown,"('竹', '彫')","['竹', '彡', '田', '口']"
符,11,118.5,"i.d. tag, tally, symbol, charm",Both,"('竹', '付')","['竹', '人', '寸']"
笼,11,118.5,cage; cage-like basket,Simplified,"('竹', '龙')","['竹', '龙']"
籜,22,118.16,"bamboo sheath, bamboo shoots",Traditional,"('竹', '擇')","['土', '八', '手', '竹', '干', '网']"
箬,14,118.9,the cuticle of the bamboo a broad-leaved bamboo,Both,"('竹', '若')","['丿', '竹', '一', '艸', '口']"
簿,19,118.13,"register, account book, notebook",Both,"('竹', '溥')","['丶', '水', '竹', '寸', '用', '十']"
簑,16,118.10,a coat; raincoat,Traditional,"('竹', '衰')","['一', '囗', '衣', '竹']"
笃,9,118.3,"deep, true, sincere, genuine",Simplified,"('竹', '马')","['竹', '马']"
籄,20,118.14,a basket for carrying earth,Both,"('竹', '匱')","['匚', '竹', '丨', '貝', '一', '口']"
竽,9,118.3,ancient woodwind instrument,Both,"('竹', '于')","['竹', '干', '亅']"
箐,14,118.8,to draw a bamboo bow or crossbow,Both,"('竹', '青')","['竹', '青']"
箆,14,118.8,fine-toothed comb; comb hair,Unknown,"('笍*', '比')","['比', '人', '竹', '冂']"
箖,14,118.8,a large basket,Both,"('竹', '林')","['竹', '木']"
筵,12,118.7,feast,Both,"('竹', '延')","['竹', '止', '廴']"
篷,16,118.11,"awning, covering; sail; boat",Both,"('竹', '逢')","['二', '夂', '竹', '丨', '一', '辵']"
箫,14,118.8,bamboo flute,Simplified,"('竹', '肃')","['竹', '聿', '小']"
笑,10,118.4,"smile, laugh, giggle; snicker",Both,"('竹', '夭')","['竹', '大']"
笓,10,118.4,to comb; a fine-toothed comb,Both,"('竹', '比')","['比', '竹']"
篔,16,118.10,tall bamboo,Traditional,"('竹', '員')","['竹', '貝', '口']"
等,12,118.6,"rank, grade; to wait; equal, “and so forth”",Both,"('竹', '寺')","['竹', '土', '寸']"
籆,19,118.14,a tool used for holding or winding thread; a kite string,Both,"('竹', '蒦')","['竹', '隹', '又', '艸']"
箱,15,118.9,"case, box, chest, trunk",Both,"('竹', '相')","['竹', '目', '木']"
籙,22,118.16,book,Traditional,"('竹', '録')","['竹', '金', '水', '彐']"
簻,17,118.13,empty,Traditional,"('竹', '過')","['竹', '口', '冂', '辵']"
籚,22,118.16,bamboo; the handle of the spear,Traditional,"('竹', '盧')","['虍', '田', '竹', '皿']"
箲,15,118.9,a bamboo brush,Unknown,"('竹', '洗')","['竹', '牛', '水', '儿']"
籣,23,118.17,bow case,Traditional,"('竹', '闌')","['門', '八', '竹', '丨', '木', '口']"
箩,14,118.8,bamboo basket,Both,"('竹', '罗')","['竹', '网', '夕']"
箇,14,118.8,"numerary adjunct, piece; single",Both,"('竹', '固')","['竹', '囗', '十', '口']"
篩,16,118.10,"sieve, filter, screen; sift",Traditional,"('竹', '師')","['丶', '巾', '竹', '一', '己']"
簵,19,118.13,fine bamboo,Traditional,"('竹', '輅')","['車', '口', '竹', '夂']"
筷,13,118.7,chopsticks,Both,"('竹', '快')","['竹', '人', '丨', '心']"
箔,14,118.8,reed screen; frame for growing silkworms,Both,"('竹', '泊')","['竹', '白', '水']"
篆,15,118.9,"seal script; seal, official stamp",Both,"('竹', '彖')","['勹', '彐', '竹']"
竾,9,118.3,flute,Unknown,"('竹', '也')","['竹', '丨', '乙']"
篓,15,118.9,bamboo basket,Both,"('竹', '娄')","['女', '米', '竹']"
竺,8,118.2,India; bamboo; surname,Both,"('竹', '二')","['竹', '二']"
笸,11,118.5,flat basket for grain,Both,"('竹', '叵')","['竹', '匚', '口']"
筛,12,118.6,"sieve, filter, screen; sift",Simplified,"('竹', '师')","['竹', '一', '巾']"
管,14,118.8,"pipe, tube, duct; woodwind music",Both,"('竹', '官')","['宀', '己', '竹']"
箾,15,118.9,"musical instrument like pan-pipes, bamboo flute",Both,"('竹', '削')","['月', '小', '刀', '竹']"
筦,13,118.7,a key; to be in charge; a pipe,Both,"('竹', '完')","['宀', '二', '竹', '儿']"
筩,13,118.7,bamboo pipe; fish hook,Unknown,"('竹', '甬')","['竹', '用']"
箳,15,118.9,bamboo mat used to protect carriage passengers from dust (vulgar form),Both,"('竹', '屏')","['八', '竹', '廾', '尸', '一']"
籍,20,118.14,"record, register, list; census",Both,"('竹', '耤')","['耒', '竹', '日', '一', '艸']"
籛,22,118.16,surname,Traditional,"('竹', '錢')","['竹', '戈', '金']"
箒,14,118.8,broom,Both,"('竹', '帚')","['冖', '竹', '彐', '巾']"
籩,24,118.19,bamboo container for food,Traditional,"('竹', '邊')","['竹', '穴', '方', '自', '辵']"
箑,14,118.8,fan,Both,"('竹', '疌')","['竹', '十', '聿', '止']"
篯,16,118.10,surname,Simplified,"('竹', '钱')","['竹', '一', '戈', '钅']"
築,16,118.10,"build, erect; building",Traditional,"('筑', '木')","['丶', '竹', '木', '工', '几']"
笮,11,118.5,boards which support tiles on roof,Both,"('竹', '乍')","['丿', '二', '竹', '丨', '一']"
簉,16,118.11,"deputy, subordinate; concubine",Both,"('竹', '造')","['竹', '牛', '口', '辵']"
笕,10,118.4,bamboo water pipe,Simplified,"('竹', '见')","['竹', '见']"
篋,15,118.9,"rattan box, suitcase, or case",Traditional,"('竹', '匧')","['竹', '匚', '大', '人']"
箠,14,118.8,horse whip; flog,Both,"('竹', '垂')","['竹', '十', '艸', '士']"
籟,22,118.16,bamboo flute; pipe; various sound,Traditional,"('竹', '賴')","['竹', '刀', '木', '貝', '口']"
籘,22,118.16,"climbing plants, vines, cane",Unknown,"('竹', '縢')","['二', '八', '竹', '丨', '糸', '月']"
笆,10,118.4,bamboo fence,Both,"('竹', '巴')","['竹', '丨', '乙']"
箴,15,118.9,"needle, probe; warn, admonish",Both,"('竹', '咸')","['竹', '厂', '戈', '一', '口']"
簖,17,118.11,bamboo trap for catching fish,Simplified,"('竹', '断')","['斤', '米', '竹']"
筒,12,118.6,thick piece of bamboo; pipe,Both,"('竹', '同')","['竹', '一', '口', '冂']"
篪,16,118.10,a bamboo flute with seven holes,Both,"('竹', '虒')","['虍', '几', '竹', '⺁']"
簇,17,118.11,"swarm, crowd together, cluster",Both,"('竹', '族')","['丿', '竹', '方', '矢', '一']"
笹,11,118.5,small bamboo,Both,"('竹', '世')","['竹', '廾']"
簁,17,118.11,"sieve; to sift, to strain",Both,"('竹', '徙')","['竹', '止', '彳']"
簨,18,118.12,a beam for hanging bells or drums,Both,"('竹', '巽')","['竹', '一', '八', '艸']"
籠,22,118.16,cage; cage-like basket,Traditional,"('竹', '龍')","['竹', '龍']"
簈,17,118.11,bamboo mat used to protect carriage passengers from dust,Unknown,"('竹', '屛')","['竹', '干', '尸']"
筯,13,118.7,"chopsticks, tongs",Both,"('竹', '助')","['月', '一', '竹', '力']"
筺,13,118.7,bamboo basket or chest,Unknown,"('竹', '匤')","['竹', '匚', '玉']"
籁,19,118.13,bamboo flute; pipe; various sound,Simplified,"('竹', '赖')","['竹', '刀', '贝', '木', '口']"
籖,21,118.14,tally; lot; marker,Unknown,"('竹', '韯')","['竹', '土', '戈', '韭']"
笔,10,118.4,writing brush; write; stroke,Both,"('竹', '毛')","['竹', '毛']"
箕,14,118.8,"sieve; dust pan, garbage bag; 7th lunar mansion, determinative star γ² Sagittarii (Alnasl)",Both,"('竹', '其')","['竹', '一', '甘', '八']"
篢,16,118.10,the name of bamboo hat,Traditional,"('竹', '貢')","['竹', '貝', '工']"
筢,13,118.7,rake,Both,"('竹', '把')","['竹', '丨', '手', '乙']"
箨,14,118.8,"bamboo sheath, bamboo shoots",Simplified,"('竹', '择')","['二', '又', '手', '竹', '丨']"
