char,decomposition
鵓,"['冖', '十', '鳥', '子']"
鹥,"['匚', '鸟', '殳', '矢']"
鷄,"['幺', '鳥', '大', '爪']"
鶗,"['日', '一', '鳥', '止']"
鷚,"['鳥', '人', '羽', '彡']"
鸯,"['大', '鸟', '冂']"
鷙,"['鳥', '土', '丶', '丿', '八', '干']"
鴉,"['鳥', '牙']"
鳧,"['鳥', '几']"
鹁,"['冖', '十', '鸟', '子']"
鷸,"['鳥', '八', '冂', '矛', '口']"
鹯,"['囗', '亠', '日', '一', '鸟']"
鷺,"['鳥', '口', '夂', '⻊']"
鸱,"['丶', '氏', '鸟']"
鶺,"['月', '人', '鳥', '冫']"
鹉,"['一', '弋', '鸟', '止']"
鸎,"['鳥', '貝']"
鶬,"['鳥', '人', '丶', '丨', '彐', '口']"
鶋,"['鳥', '十', '尸', '口']"
鶯,"['冖', '鳥', '火']"
鴕,"['鳥', '匕', '宀']"
鸫,"['一', '鸟', '小', '乙']"
鴴,"['鳥', '行']"
鷳,"['月', '鳥', '門']"
鵂,"['鳥', '人', '木']"
鴨,"['鳥', '二', '丨', '冂']"
鴬,"['冖', '鳥', '小']"
鸂,"['幺', '鳥', '水', '爪', '大']"
鸵,"['宀', '匕', '鸟']"
鶘,"['月', '十', '鳥', '口']"
鶫,"['鳥', '八', '丨', '木', '口']"
鷧,"['冖', '鳥', '豆', '士']"
鴞,"['鳥', '一', '口']"
鶏,"['鳥', '人', '二', '爪']"
鷰,"['鳥', '匕', '廾', '口']"
鸺,"['人', '木', '鸟']"
鷞,"['鳥', '爻', '大']"
鴾,"['牛', '厶', '鳥']"
鸥,"['丿', '匚', '鸟']"
鸭,"['二', '丨', '鸟', '冂']"
鵝,"['鳥', '戈', '手']"
鵀,"['鳥', '人', '士']"
鷆,"['鳥', '目', '匕', '八']"
鸤,"['尸', '鸟']"
鵁,"['鳥', '丿', '亠', '八']"
鷽,"['臼', '鳥', '爻', '冖']"
鹐,"['臼', '刀', '鸟']"
鶒,"['鳥', '力', '木', '口']"
鵒,"['鳥', '谷']"
鳯,"['鳥', '几']"
鶽,"['鳥', '十', '隹']"
鹂,"['一', '鸟']"
鹴,"['目', '木', '鸟', '雨']"
鳲,"['鳥', '尸']"
鷖,"['鳥', '匚', '殳', '矢']"
鵞,"['鳥', '戈', '手']"
鷈,"['鳥', '虍', '几', '⺁']"
鷴,"['鳥', '木', '門']"
鹰,"['广', '隹', '鸟', '人']"
鷏,"['鳥', '八', '十', '目', '一']"
鵷,"['宀', '鳥', '乙', '夕']"
鴄,"['鳥', '匚', '儿']"
鵡,"['鳥', '一', '弋', '止']"
鹤,"['隹', '鸟', '巾']"
鳷,"['鳥', '支']"
鵲,"['日', '一', '鳥', '艸']"
鳮,"['鳥', '又']"
鹃,"['月', '鸟', '口']"
鵫,"['日', '十', '鳥', '卜']"
鳩,"['鳥', '丿']"
鸜,"['鳥', '目', '隹']"
鴃,"['鳥', '人', '丨']"
鴂,"['鳥', '人', '丨']"
鳾,"['鳥', '一', '巾']"
鵰,"['鳥', '田', '口']"
鴻,"['鳥', '水', '工']"
鸿,"['鸟', '水', '工']"
鶸,"['鳥', '弓', '冫']"
鹕,"['月', '十', '鸟', '口']"
鹩,"['八', '大', '小', '日', '鸟']"
鸶,"['一', '鸟']"
鳻,"['鳥', '刀', '八']"
鷿,"['鳥', '尸', '辛', '口']"
鷮,"['冂', '鳥', '大', '口']"
鹠,"['田', '鸟', '卩']"
鷫,"['鳥', '一', '聿']"
鴗,"['鳥', '立']"
鷉,"['虍', '鳥', '几', '⺁']"
鸻,"['鸟', '行']"
鹧,"['广', '火', '鸟', '廾']"
鴪,"['鳥', '穴']"
鴰,"['鳥', '舌']"
鹨,"['人', '羽', '鸟', '彡']"
鹋,"['田', '艸', '鸟']"
鴳,"['宀', '鳥', '女']"
鸳,"['鸟', '乙', '夕']"
鴆,"['鳥', '乙', '巾']"
鹊,"['日', '一', '鸟', '艸']"
鶿,"['鳥', '一', '八', '幺']"
鹇,"['门', '木', '鸟']"
鹝,"['鸟', '鬲']"
鵚,"['禾', '鳥', '几']"
鴽,"['女', '鳥', '口']"
鷕,"['鳥', '隹', '口']"
鹭,"['口', '鸟', '夂', '⻊']"
鶢,"['鳥', '又', '爪', '干', '亅']"
鸘,"['鳥', '目', '木', '雨']"
鷩,"['冫', '鳥', '攴', '巾']"
鴦,"['鳥', '大', '冂']"
鸬,"['尸', '鸟', '卜']"
鸧,"['人', '鸟', '乙']"
鴿,"['一', '人', '鳥', '口']"
鶡,"['勹', '人', '鳥', '曰']"
鳴,"['鳥', '口']"
鷂,"['缶', '鳥', '爪']"
鷥,"['鳥', '糸']"
鹅,"['戈', '鸟', '手']"
鴁,"['鳥', '大']"
鹟,"['厶', '羽', '八', '鸟']"
鸾,"['八', '丨', '亠', '鸟', '亅']"
鸇,"['鳥', '囗', '亠', '日', '一']"
鴒,"['鳥', '人', '丶']"
鶓,"['鳥', '田', '艸']"
鷲,"['鳥', '丶', '亠', '小', '尢', '口']"
鵄,"['鳥', '至']"
鴫,"['鳥', '田']"
鸴,"['冖', '鸟', '小']"
鷀,"['鳥', '一', '八', '幺']"
鶱,"['鳥', '二', '八', '宀', '一']"
鵼,"['鳥', '穴', '工']"
鸩,"['鸟', '乙', '巾']"
鶴,"['鳥', '隹', '巾']"
鹗,"['二', '鸟', '口']"
鵩,"['月', '鳥', '又', '卩']"
鹞,"['缶', '鸟', '爪']"
鵮,"['臼', '鳥', '刀']"
鵙,"['鳥', '貝']"
鹔,"['聿', '鸟', '小']"
鵃,"['鳥', '舟']"
鹪,"['火', '隹', '鸟']"
鶹,"['鳥', '田', '卩']"
鸞,"['鳥', '糸', '言']"
鳫,"['鳥', '厂']"
鹏,"['月', '鸟']"
鴇,"['鳥', '十', '匕']"
鸦,"['鸟', '牙']"
鹄,"['牛', '鸟', '口']"
鸣,"['鸟', '口']"
鸹,"['鸟', '舌']"
島,"['一', '丶', '山']"
峯,"['二', '夂', '丨', '山', '一']"
嵩,"['山', '高']"
巖,"['厂', '耳', '山', '攴', '口']"
峤,"['大', '山']"
嵌,"['甘', '山', '欠']"
岽,"['一', '山', '小', '乙']"
嵛,"['人', '刀', '山', '月', '一']"
峩,"['戈', '山', '手']"
嵠,"['幺', '大', '山', '爪']"
岧,"['刀', '山', '口']"
巉,"['丶', '乙', '刀', '丨', '山', '比', '口']"
嵽,"['巾', '廾', '冖', '山', '儿']"
嵳,"['羊', '山', '工']"
嶎,"['尸', '山', '寸', '示']"
巗,"['厂', '耳', '山', '攴', '口']"
峀,"['二', '丨', '山', '凵']"
岙,"['大', '山']"
岾,"['山', '卜', '口']"
岷,"['一', '山', '己']"
嵘,"['冖', '艸', '山', '木']"
岭,"['人', '丶', '山']"
崤,"['月', '丿', '山', '一']"
岔,"['刀', '八', '山']"
峻,"['厶', '山', '八', '夂']"
嵝,"['女', '山', '米']"
嵦,"['山', '豆']"
崗,"['一', '山', '八', '冂']"
崂,"['冖', '山', '艸', '力']"
崬,"['日', '山', '木']"
嵂,"['聿', '彳', '山']"
嶒,"['八', '丨', '山', '日', '口']"
崪,"['十', '亠', '山', '人']"
峄,"['二', '丨', '又', '山']"
岜,"['丨', '山', '乙']"
崩,"['月', '山']"
嶞,"['丿', '山', '阝', '工', '月', '一']"
嶠,"['冂', '大', '山', '口']"
岹,"['刀', '山', '口']"
山,['山']
崟,"['山', '金']"
峒,"['一', '口', '山', '冂']"
峨,"['戈', '山', '手']"
嶰,"['牛', '角', '刀', '山']"
屹,"['一', '丿', '山', '乙']"
崞,"['子', '亠', '山', '口']"
岸,"['干', '山', '厂']"
巂,"['八', '隹', '口', '山', '冂']"
峞,"['刀', '山', '厂', '乙']"
岁,"['山', '夕']"
崾,"['女', '襾', '山']"
崯,"['山', '金']"
屿,"['一', '山']"
岱,"['人', '弋', '山']"
岗,"['丿', '山', '冂']"
岚,"['风', '山']"
岖,"['丿', '匚', '山']"
岬,"['二', '丨', '山', '冂']"
峥,"['刀', '山', '彐', '亅']"
嵲,"['自', '山', '木']"
崳,"['人', '刀', '山', '月', '一']"
峱,"['二', '刀', '山', '犬']"
崫,"['尸', '山']"
岂,"['山', '己']"
崛,"['尸', '山']"
峴,"['山', '見']"
屴,"['山', '力']"
岛,"['丶', '山']"
岀,['山']
峙,"['土', '山', '寸']"
岞,"['丿', '二', '丨', '山', '一']"
岈,"['山', '牙']"
嶃,"['車', '斤', '山']"
岡,"['一', '山', '八', '冂']"
崒,"['十', '亠', '山', '人']"
岢,"['一', '口', '山', '亅']"
崧,"['厶', '八', '山', '木']"
嶴,"['宀', '大', '米', '山']"
巓,"['八', '匕', '目', '山', '頁']"
崮,"['囗', '山', '十', '口']"
崽,"['心', '山', '田']"
屶,"['刀', '山']"
嵙,"['禾', '山', '斗']"
嶓,"['山', '田', '釆']"
巇,"['虍', '戈', '山', '豆']"
崱,"['貝', '刀', '山']"
岊,"['丨', '山', '乙']"
嵬,"['鬼', '山']"
巋,"['止', '丶', '巾', '彐', '冖', '山', '己']"
嵶,"['山', '弓', '冫']"
岍,"['一', '山', '廾']"
嶡,"['八', '屮', '厂', '山', '一', '欠']"
峰,"['二', '夂', '丨', '山', '一']"
峫,"['山', '阝', '牙']"
岣,"['勹', '山', '口']"
屼,"['一', '山', '儿']"
峣,"['一', '山', '儿']"
峂,"['丶', '山', '夂']"
崐,"['日', '山', '比']"
嶙,"['舛', '山', '米']"
嵐,"['山', '風']"
嵾,"['厶', '人', '山', '彡']"
嶍,"['羽', '白', '山']"
峃,"['冖', '山', '小']"
嵏,"['丿', '凵', '八', '夂', '山']"
崈,"['宀', '山', '示']"
岌,"['丿', '山']"
崠,"['日', '山', '木']"
巅,"['八', '页', '十', '目', '山', '一']"
嵇,"['禾', '丶', '山', '尢']"
嶮,"['一', '人', '山']"
崆,"['穴', '山', '工']"
嶂,"['日', '十', '山', '立']"
嶽,"['山', '犬', '言']"
峠,"['一', '山', '卜']"
嶋,"['鳥', '山']"
崭,"['斤', '车', '山']"
岘,"['见', '山']"
嵆,"['丶', '山', '大', '尢']"
崦,"['丨', '大', '山', '日', '乙']"
岅,"['又', '山', '⺁']"
嶇,"['匚', '山', '口']"
崌,"['十', '尸', '山', '口']"
嵗,"['丿', '厂', '戈', '山', '小', '一']"
嶭,"['丶', '山', '辛', '己']"
崋,"['二', '丨', '山', '一', '艸']"
岐,"['支', '山']"
嵚,"['欠', '钅', '山']"
崇,"['宀', '山', '示']"
岫,"['二', '丨', '山', '凵']"
崃,"['一', '八', '山', '木']"
巎,"['止', '八', '夂', '山', '一', '自', '己']"
峿,"['一', '口', '山', '力']"
嶄,"['車', '斤', '山']"
嵁,"['匚', '甘', '山', '儿']"
岑,"['人', '丶', '山']"
巌,"['女', '厂', '山', '小', '耳']"
崁,"['土', '欠', '山']"
峪,"['山', '谷']"
岝,"['丿', '二', '丨', '山', '一']"
巃,"['龍', '山']"
崑,"['日', '山', '比']"
嵊,"['禾', '匕', '山']"
岿,"['山', '彐']"
嵎,"['二', '禸', '丨', '山', '冂']"
嶸,"['冖', '火', '山', '木']"
崴,"['女', '厂', '戈', '山', '一']"
屺,"['山', '己']"
峦,"['八', '丨', '亠', '山', '亅']"
崎,"['亅', '大', '山', '一', '口']"
嵫,"['幺', '一', '山', '八']"
峽,"['人', '大', '山']"
嵋,"['目', '丨', '山']"
嵯,"['羊', '山', '工']"
嶗,"['冖', '火', '山', '力']"
嶲,"['隹', '丨', '山']"
崄,"['一', '人', '山', '小']"
崕,"['土', '山', '厂']"
巒,"['糸', '山', '言']"
巔,"['八', '十', '目', '山', '頁', '一']"
嶝,"['癶', '山', '豆']"
嵜,"['亅', '八', '亠', '山', '一', '口']"
嶩,"['二', '凵', '山', '辰']"
崀,"['艮', '丶', '山']"
岨,"['月', '一', '山']"
崘,"['人', '山', '一', '艸', '冂']"
崢,"['山', '彐', '亅', '爪']"
崔,"['隹', '山']"
嵴,"['月', '人', '山', '冫']"
嶅,"['丿', '土', '山', '一', '攴']"
崙,"['人', '山', '一', '艸', '冂']"
峇,"['一', '人', '山', '口']"
嶧,"['土', '八', '干', '山', '网']"
岳,"['斤', '一', '山']"
嶺,"['頁', '人', '丶', '山']"
乢,"['山', '乙']"
岵,"['十', '山', '口']"
嶔,"['欠', '山', '金']"
巍,"['禾', '鬼', '山', '女']"
嶷,"['匕', '山', '疋', '矢']"
崍,"['人', '山', '木']"
岺,"['人', '丶', '山']"
嶢,"['土', '一', '山', '儿']"
峡,"['人', '山', '八', '二']"
峁,"['山', '卩']"
峝,"['一', '口', '山', '冂']"
峋,"['勹', '山', '日']"
嶌,"['鳥', '山']"
岩,"['山', '石']"
峧,"['丿', '亠', '山', '八']"
嶁,"['女', '十', '山', '口']"
峭,"['月', '山', '小']"
崿,"['二', '山', '口']"
巘,"['虍', '山', '鬲', '犬']"
嶨,"['臼', '爻', '冖', '山']"
崚,"['土', '山', '八', '夂']"
崖,"['土', '山', '厂']"
嵒,"['山', '口']"
鱻,['魚']
魞,"['入', '魚']"
鲤,"['鱼', '里']"
鯶,"['冖', '車', '魚']"
鯰,"['心', '人', '丶', '魚']"
鰽,"['二', '凵', '魚', '日', '艸']"
鳎,"['鱼', '羽', '日']"
鱨,"['魚', '匕', '冖', '小', '日', '口']"
鲐,"['鱼', '厶', '口']"
鱾,"['鱼', '己']"
鮮,"['羊', '魚']"
鯤,"['日', '比', '魚']"
鯸,"['人', '魚', '矢']"
鲷,"['鱼', '田', '口']"
鯇,"['宀', '二', '魚', '儿']"
鰧,"['二', '八', '魚', '丨', '月']"
鲦,"['鱼', '十', '夂', '小']"
鮚,"['魚', '口', '士']"
鯈,"['人', '丨', '魚', '夂']"
鰵,"['丿', '魚', '毋', '一', '攴']"
鰣,"['日', '土', '寸', '魚']"
鯛,"['田', '魚', '口']"
鮉,"['刀', '魚', '口']"
鯀,"['糸', '魚']"
鱘,"['魚', '寸', '彐', '工', '口']"
鱺,"['一', '鹿', '魚']"
鲡,"['鱼', '一']"
鲞,"['鱼', '二', '丨', '八']"
鱭,"['齊', '魚']"
鰃,"['一', '田', '魚', '乙']"
鲮,"['鱼', '土', '八', '夂']"
鲌,"['鱼', '白']"
鰳,"['魚', '力', '革']"
鰠,"['丶', '又', '虫', '魚']"
鲖,"['鱼', '一', '口', '冂']"
鲼,"['鱼', '十', '贝', '艸']"
鲀,"['鱼', '十', '屮', '乙']"
鲨,"['鱼', '丿', '水', '小']"
鮹,"['月', '魚', '小']"
鰂,"['貝', '刀', '魚']"
鳊,"['鱼', '户', '艸', '冂']"
鲒,"['鱼', '口', '士']"
鰤,"['丶', '魚', '巾', '一', '己']"
鮌,"['玄', '魚']"
鲲,"['鱼', '比', '日']"
鳏,"['鱼', '网']"
鲗,"['鱼', '刀', '贝']"
鮑,"['勹', '己', '魚']"
鯴,"['虫', '魚', '乙']"
鳐,"['鱼', '缶', '爪']"
鲯,"['鱼', '一', '甘', '八']"
鰭,"['日', '魚', '老']"
鰜,"['一', '八', '魚', '彐']"
鰍,"['禾', '火', '魚']"
鲈,"['鱼', '尸', '卜']"
鱈,"['魚', '彐', '雨']"
鳓,"['鱼', '革', '力']"
鱓,"['二', '魚', '丨', '十', '口', '冂']"
鯪,"['土', '八', '魚', '夂']"
鲠,"['丿', '丨', '日', '鱼', '一']"
鳕,"['鱼', '彐', '雨']"
鮧,"['大', '魚', '弓']"
鿕,[]
鲽,"['鱼', '木', '廾']"
鮀,"['宀', '匕', '魚']"
魛,"['刀', '魚']"
鲢,"['鱼', '车', '辵']"
鰈,"['廾', '木', '魚']"
鯋,"['丿', '水', '魚', '小']"
鰛,"['日', '皿', '魚']"
鮒,"['人', '寸', '魚']"
鰩,"['缶', '魚', '爪']"
鯣,"['日', '勹', '魚']"
鱧,"['二', '凵', '豆', '魚']"
鲥,"['鱼', '寸', '日']"
鿐,[]
鱝,"['十', '艸', '魚', '貝']"
鯺,"['日', '魚', '老']"
鰉,"['玉', '白', '魚']"
魜,"['人', '魚']"
鲻,"['鱼', '川', '田']"
鮍,"['皮', '魚']"
鳘,"['丿', '毋', '鱼', '一', '攴']"
鲎,"['冖', '鱼', '小']"
鰊,"['八', '魚', '丨', '木', '口']"
鳍,"['鱼', '日', '老']"
鱏,"['日', '十', '魚', '襾']"
鲴,"['鱼', '囗', '十', '口']"
魢,"['己', '魚']"
魯,"['日', '魚']"
魫,"['魚', '乙', '巾']"
鯕,"['一', '甘', '八', '魚']"
鳃,"['鱼', '田', '心']"
鲍,"['鱼', '勹', '己']"
鲊,"['丿', '二', '丨', '鱼', '一']"
鳟,"['鱼', '寸', '八', '酉']"
鰓,"['心', '田', '魚']"
鲔,"['鱼', '丿', '月', '一']"
鯒,"['用', '魚']"
鳙,"['鱼', '广', '聿', '用']"
鰋,"['日', '匚', '魚', '女']"
鰷,"['人', '魚', '夂', '丨', '十', '小']"
鳇,"['鱼', '玉', '白']"
鲱,"['鱼', '非']"
鮻,"['厶', '八', '魚', '夂']"
鰌,"['八', '酉', '魚']"
鯧,"['日', '魚']"
鳖,"['冫', '鱼', '攴', '巾']"
鯝,"['囗', '十', '魚', '口']"
鰻,"['日', '网', '又', '魚']"
鲭,"['鱼', '青']"
鯷,"['日', '一', '魚', '止']"
鱿,"['鱼', '丶', '尢']"
鮓,"['丿', '二', '魚', '丨', '一']"
鳈,"['鱼', '白', '水']"
鲑,"['鱼', '土']"
魲,"['户', '魚']"
鯊,"['丿', '水', '魚', '小']"
魬,"['又', '魚', '⺁']"
鮸,"['魚', '乙', '刀', '丨', '口']"
鰱,"['車', '魚', '辵']"
鮆,"['止', '匕', '魚']"
魴,"['魚', '方']"
鮊,"['白', '魚']"
鲃,"['鱼', '丨', '乙']"
魳,"['一', '魚', '巾']"
鯙,"['子', '亠', '魚', '口']"
鯔,"['川', '田', '魚']"
鱮,"['八', '魚', '丨', '臼', '一']"
鱔,"['八', '魚', '羊', '一', '口']"
鯢,"['臼', '魚', '儿']"
鱄,"['魚', '丨', '寸', '十', '日']"
鰥,"['网', '魚']"
鱟,"['臼', '爻', '冖', '魚']"
魰,"['文', '魚']"
鳑,"['八', '冖', '亠', '方', '鱼']"
鮄,"['弓', '魚']"
鱇,"['隶', '广', '魚']"
鳂,"['鱼', '一', '田', '乙']"
鰾,"['襾', '魚', '示']"
鲂,"['鱼', '方']"
鳝,"['八', '羊', '鱼', '一', '口']"
鱷,"['玉', '魚', '口']"
鱅,"['广', '用', '聿', '魚']"
鰞,"['一', '丶', '火', '魚']"
鰐,"['二', '魚', '口']"
鰹,"['土', '又', '魚', '臣']"
鳅,"['鱼', '火', '禾']"
鰺,"['厶', '人', '彡', '魚']"
魵,"['刀', '八', '魚']"
鯱,"['虍', '几', '魚']"
鳌,"['丿', '土', '鱼', '一', '攴']"
鳆,"['丿', '夂', '日', '鱼', '一']"
鲁,"['鱼', '日']"
鲕,"['鱼', '而']"
鲅,"['丿', '丶', '又', '鱼', '一']"
鲬,"['鱼', '用']"
鯆,"['十', '用', '魚', '丶']"
鰨,"['日', '羽', '魚']"
鮣,"['一', '魚', '卩']"
魦,"['丿', '魚', '小']"
鱂,"['月', '爿', '魚', '寸']"
鳄,"['鱼', '二', '口']"
鰼,"['羽', '白', '魚']"
鮦,"['一', '口', '魚', '冂']"
鲫,"['丶', '丨', '彐', '卩', '鱼', '乙']"
鳔,"['鱼', '襾', '示']"
鲏,"['鱼', '皮']"
鳤,"['鱼', '己', '宀', '竹']"
鳉,"['人', '手', '十', '亠', '小', '鱼', '爿']"
鮃,"['干', '八', '魚']"
鲆,"['鱼', '干', '八']"
鲸,"['鱼', '小', '亠', '口']"
魨,"['屮', '十', '魚', '乙']"
鱽,"['鱼', '刀']"
鯫,"['又', '魚', '耳']"
鱗,"['舛', '米', '魚']"
鯿,"['户', '艸', '魚', '冂']"
鳒,"['鱼', '一', '八', '彐']"
鳣,"['日', '囗', '亠', '鱼', '一']"
鱆,"['日', '立', '十', '魚']"
鮝,"['二', '丨', '八', '魚']"
鰯,"['弓', '魚', '冫']"
鲛,"['鱼', '丿', '亠', '八']"
鱡,"['丿', '魚', '貝', '戈', '一']"
鳁,"['鱼', '皿', '日']"
鲵,"['鱼', '儿', '臼']"
鲣,"['鱼', '土', '丨', '又']"
鲶,"['鱼', '人', '丶', '心']"
鯖,"['青', '魚']"
鳗,"['鱼', '网', '又', '日']"
鰕,"['又', '二', '尸', '魚']"
鰆,"['二', '八', '魚', '丨', '日', '一']"
鲇,"['鱼', '卜', '口']"
鮪,"['月', '丿', '魚', '一']"
魷,"['丶', '魚', '尢']"
鳛,"['鱼', '羽', '白']"
鮨,"['日', '匕', '魚']"
鮠,"['刀', '魚', '厂', '乙']"
鲺,"['鱼', '虫', '乙']"
鳀,"['鱼', '一', '日', '止']"
鲹,"['鱼', '厶', '大', '彡']"
鰔,"['魚', '厂', '戈', '一', '口']"
鱒,"['八', '寸', '酉', '魚']"
鰲,"['丿', '土', '魚', '一', '攴']"
鳚,"['鱼', '尸', '寸', '示']"
鱖,"['八', '魚', '屮', '厂', '一', '欠']"
鮰,"['囗', '魚']"
鮿,"['魚', '耳', '乙']"
鯗,"['羊', '八', '魚']"
鱉,"['冫', '魚', '攴', '巾']"
鮎,"['卜', '魚', '口']"
鮁,"['丿', '丶', '又', '魚', '一']"
鱣,"['魚', '囗', '亠', '日', '一']"
鳞,"['鱼', '舛', '米']"
鲜,"['鱼', '羊']"
鯡,"['魚', '非']"
鲝,"['鱼', '羊']"
鱠,"['人', '八', '魚', '丨', '日', '一', '口']"
鮐,"['厶', '魚', '口']"
鮞,"['而', '魚']"
鯽,"['丶', '魚', '丨', '彐', '卩', '乙']"
鱸,"['虍', '田', '魚', '皿']"
鲚,"['鱼', '齐']"
鳜,"['八', '屮', '厂', '鱼', '一', '欠']"
鱐,"['一', '聿', '魚']"
鯉,"['里', '魚']"
鰒,"['丿', '魚', '夂', '日', '一']"
鯠,"['人', '木', '魚']"
鱛,"['八', '魚', '丨', '日', '口']"
鰟,"['八', '魚', '冖', '亠', '方']"
鯁,"['丿', '魚', '丨', '日', '一']"
鰮,"['囗', '皿', '魚', '人']"
鱑,"['二', '凵', '八', '魚', '丨', '一', '艸']"
鰁,"['水', '白', '魚']"
鲳,"['鱼', '日']"
魟,"['魚', '工']"
鲰,"['鱼', '又', '耳']"
鲧,"['鱼', '糸']"
鲩,"['鱼', '二', '宀', '儿']"
鱶,"['丶', '八', '魚', '羊', '艮']"
鮟,"['宀', '魚', '女']"
鮫,"['丿', '亠', '八', '魚']"
鲿,"['二', '厶', '冖', '小', '鱼']"
鳋,"['鱼', '丶', '又', '虫']"
鲙,"['鱼', '人', '厶', '二']"
鮺,"['羊', '魚']"
鲋,"['鱼', '人', '寸']"
鯨,"['小', '亠', '魚', '口']"
鯏,"['禾', '刀', '魚']"
鮭,"['土', '魚']"
鳢,"['鱼', '二', '凵', '豆']"
鲟,"['鱼', '寸', '彐']"
膓,"['丿', '勹', '日', '月', '一']"
腆,"['月', '二', '凵', '八']"
脲,"['月', '尸', '水']"
胬,"['女', '又', '肉']"
臀,"['八', '尸', '月', '一', '艸', '殳']"
腯,"['月', '十', '目', '⺁']"
胜,"['月', '生']"
膋,"['冖', '火', '月']"
肵,"['月', '斤']"
胄,"['月', '二', '丨', '凵']"
胨,"['月', '一', '小', '乙']"
腽,"['月', '皿', '日']"
膕,"['囗', '戈', '月', '一', '口']"
腌,"['丨', '大', '日', '月', '乙']"
肥,"['月', '丨', '乙']"
肽,"['月', '丶', '大']"
臠,"['肉', '糸', '言']"
脳,"['月', '凵', '小', '丿']"
膾,"['人', '八', '丨', '日', '月', '一', '口']"
臐,"['土', '火', '八', '丨', '十', '月', '口']"
膻,"['日', '囗', '亠', '月', '一']"
脵,"['月', '一', '大', '口']"
臊,"['月', '木', '口']"
臜,"['月', '贝', '牛', '儿']"
脸,"['月', '人', '一', '小']"
膴,"['月', '火']"
肟,"['月', '二']"
肕,"['月', '刀', '丶']"
育,"['月', '厶', '亠']"
臞,"['月', '目', '隹']"
肐,"['月', '丿', '一', '乙']"
股,"['月', '殳']"
胫,"['月', '工']"
腶,"['月', '丨', '殳']"
脝,"['月', '亠', '亅', '口']"
肦,"['刀', '肉', '八']"
肬,"['月', '丶', '尢']"
胺,"['月', '宀', '女']"
腴,"['月', '人', '臼']"
膀,"['八', '冖', '亠', '方', '月']"
脂,"['月', '匕', '日']"
脦,"['月', '弋', '心']"
胹,"['月', '而']"
膪,"['八', '巾', '冖', '亠', '月', '口']"
胷,"['勹', '凵', '月', '丿']"
膙,"['月', '虫', '弓', '口']"
肪,"['月', '方']"
膦,"['月', '舛', '米']"
腜,"['月', '甘', '木']"
脢,"['月', '丿', '毋', '一']"
腳,"['月', '谷', '卩']"
腾,"['二', '八', '丨', '马', '月']"
脱,"['月', '八', '口', '儿']"
肏,"['入', '肉']"
膿,"['月', '二', '凵', '辰']"
脐,"['月', '齐']"
胱,"['月', '一', '小', '儿']"
臆,"['月', '心', '音']"
膃,"['月', '囗', '皿', '人']"
胪,"['月', '尸', '卜']"
腎,"['月', '又', '臣']"
脰,"['月', '豆']"
胎,"['月', '厶', '口']"
胶,"['月', '丿', '亠', '八']"
肿,"['月', '丨', '口']"
脞,"['月', '土', '人']"
肩,"['月', '户']"
肖,"['月', '小']"
臢,"['月', '貝', '牛', '儿']"
胔,"['止', '肉', '匕']"
腢,"['二', '禸', '丨', '月', '冂']"
肾,"['又', '丨', '月']"
肜,"['月', '彡']"
肘,"['月', '寸']"
膨,"['月', '十', '豆', '彡']"
脹,"['月', '長']"
脒,"['月', '米']"
腭,"['月', '二', '口']"
